Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
543237,Mazagon Dock Shipbuilders Limited,MAZDOCK,Mazagon Dock Shipbuilders Ltd,Active,A ,10.00,INE249Z01012,Ship Building & Allied Services,Equity,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,
543238,UTI Asset Management Company Limited,UTIAMC,UTI Asset Management Company Ltd,Active,A ,10.00,INE094J01016,Asset Management Company,Equity,Financial Services,Financial Services,Capital Markets,Asset Management Company,
543242,Hemisphere Properties India Limited,HEMIPROP,Hemisphere Properties India Ltd,Active,A ,10.00,INE0AJG01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
543243,Equitas Small Finance Bank Limited,EQUITASBNK,Equitas Small Finance Bank Ltd,Active,A ,10.00,INE063P01018,Other Bank,Equity,Financial Services,Financial Services,Banks,Other Bank,
543245, Gland Pharma Limited,GLAND,Gland Pharma Ltd,Active,A ,1.00,INE068V01023,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
543248,Restaurant Brands Asia Limited,RBA,Restaurant Brands Asia Ltd,Active,A ,10.00,INE07T201019,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,
543252,Fairchem Organics Limited,FAIRCHEMOR,Fairchem Organics Ltd,Active,A ,10.00,INE0DNW01011,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
543253,Mrs. Bectors Food Specialities Limited,BECTORFOOD,Mrs. Bectors Food Specialities Ltd,Active,A ,10.00,INE495P01012,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,
543257,Indian Railway Finance Corporation,IRFC,Indian Railway Finance Corporation Ltd,Active,A ,10.00,INE053F01010,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,
543258,Indigo Paints Limited,INDIGOPNTS,Indigo Paints Ltd,Active,A ,10.00,INE09VQ01012,Paints,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,
543259,Home First Finance Company India Limited,HOMEFIRST,Home First Finance Company India Ltd,Active,A ,2.00,INE481N01025,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,
543260,STOVE KRAFT LIMITED,STOVEKRAFT,Stove Kraft Ltd,Active,A ,10.00,INE00IN01015,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,
543265,RailTel Corporation of India Limited,RAILTEL,RailTel Corporation of India Ltd,Active,A ,10.00,INE0DD101019,Other Telecom Services,Equity,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,
543266,Heranba Industries Limited,HERANBA,Heranba Industries Ltd,Active,A ,10.00,INE694N01015,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,
543270,MTAR Technologies Limited,MTARTECH,MTAR Technologies Ltd,Active,A ,10.00,INE864I01014,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,
543271,Jubilant Ingrevia Limited,JUBLINGREA,Jubilant Ingrevia Ltd,Active,A ,1.00,INE0BY001018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
543272,Easy Trip Planners Limited,EASEMYTRIP,Easy Trip Planners Ltd,Active,A ,2.00,INE07O001018,Tour- Travel Related Services,Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services",
543275,Anupam Rasayan India Limited,ANURAS,Anupam Rasayan India Ltd,Active,A ,10.00,INE930P01018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
543276,Craftsman Automation Limited,CRAFTSMAN,Craftsman Automation Ltd,Active,A ,5.00,INE00LO01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
543277,Laxmi Organic Industries Limited,LXCHEM,Laxmi Organic Industries Ltd,Active,A ,2.00,INE576O01020,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
543278,Kalyan Jewellers India Limited,KALYANKJIL,Kalyan Jewellers India Ltd,Active,A ,10.00,INE303R01014,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
543280,Nazara Technologies Limited,NAZARA,Nazara Technologies Ltd,Active,A ,4.00,INE418L01021,Digital Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Digital Entertainment,
543283,BARBEQUE-NATION HOSPITALITY LIMITED,BARBEQUE,Barbeque-Nation Hospitality Ltd,Active,A ,5.00,INE382M01027,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,
543287,Macrotech Developers Limited,LODHA,Macrotech Developers Ltd,Active,A ,10.00,INE670K01029,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
543299,Shyam Metalics and Energy Limited,SHYAMMETL,Shyam Metalics and Energy Ltd,Active,A ,10.00,INE810G01011,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,
543300,Sona BLW Precision Forgings Limited,SONACOMS,Sona BLW Precision Forgings Ltd,Active,A ,10.00,INE073K01018,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
543308,Krishna Institute of Medical Sciences Limited,KIMS,Krishna Institute of Medical Sciences Ltd,Active,A ,10.00,INE967H01017,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,
543311,India Pesticides Limited,IPL,India Pesticides Ltd,Active,A ,1.00,INE0D6701023,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,
543317,G R Infraprojects Limited,GRINFRA,G R Infraprojects Ltd,Active,A ,5.00,INE201P01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
543318,Clean Science and Technology Limited,CLEAN,Clean Science and Technology Ltd,Active,A ,1.00,INE227W01023,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
543320,Zomato Limited,ZOMATO,Zomato Ltd,Active,A ,1.00,INE758T01015,E-Retail/ E-Commerce,Equity,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,
543321,Tatva Chintan Pharma Chem Limited,TATVA,Tatva Chintan Pharma Chem Ltd,Active,A ,10.00,INE0GK401011,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
543322,Glenmark Life Sciences Limited,GLS,Glenmark Life Sciences Ltd,Active,A ,2.00,INE03Q201024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
543325,Rolex Rings Limited,ROLEXRINGS,Rolex Rings Ltd,Active,A ,10.00,INE645S01016,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
543328,Krsnaa Diagnostics Limited,KRSNAA,Krsnaa Diagnostics Ltd,Active,A ,5.00,INE08LI01020,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,
543330,Devyani International Limited,DEVYANI,Devyani International Ltd,Active,A ,1.00,INE872J01023,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,
543331,Meghmani Organics Limited,MOL,Meghmani Organics Ltd,Active,A ,1.00,INE0CT101020,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,
543332,Meghmani Finechem Limited,MFL,Meghmani Finechem Ltd,Active,A ,10.00,INE071N01016,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
543333,CarTrade Tech Limited,CARTRADE,CarTrade Tech Ltd,Active,A ,10.00,INE290S01011,E-Retail/ E-Commerce,Equity,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,
543334,Nuvoco Vistas Corporation Limited,NUVOCO,Nuvoco Vistas Corporation Ltd,Active,A ,10.00,INE118D01016,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
543335,Aptus Value Housing Finance India Limited,APTUS,Aptus Value Housing Finance India Ltd,Active,A ,2.00,INE852O01025,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,
543336,Chemplast Sanmar Limited,CHEMPLASTS,Chemplast Sanmar Ltd,Active,A ,5.00,INE488A01050,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
543349,Ami Organics Limited,AMIORG,Ami Organics Ltd,Active,A ,10.00,INE00FF01017,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
543350,Vijaya Diagnostic Centre Limited,VIJAYA,Vijaya Diagnostic Centre Ltd,Active,A ,1.00,INE043W01024,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,
543358,Sansera Engineering Limited,SANSERA,Sansera Engineering Ltd,Active,A ,2.00,INE953O01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
543384,FSN E-Commerce Ventures Limited,NYKAA,FSN E-Commerce Ventures Ltd,Active,A ,1.00,INE388Y01029,E-Retail/ E-Commerce,Equity,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,
543390,PB Fintech Limited,POLICYBZR,PB Fintech Ltd,Active,A ,2.00,INE417T01026,Financial Technology (Fintech),Equity,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),
543396,One 97 Communications Limited,PAYTM,One 97 Communications Ltd,Active,A ,1.00,INE982J01020,Financial Technology (Fintech),Equity,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),
543526,LIFE INSURANCE CORPORATION OF INDIA,LICI,Life Insurance Corporation of India,Active,A ,10.00,INE0J1Y01017,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance,
555555,ICICI Prudential Mutual Fund,ICICISENSX,ICICI Prudential S&P BSE Sensex ETF,Active,A ,10.00,INF346A01034,Mutual Fund Scheme - ETF,Equity,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme - ETF,
570001,Tata Motors Ltd.,TATAMTRDVR,Tata Motors  Ltd - DVR,Active,A ,2.00,IN9155A01020,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,
